,organization_id,name,users.TOTAL,territories,percent
3087,3708,Association de La Vie au Grand Air Pontoise,0.0,95,0.0
3088,3709,CMP Cergy ,0.0,95,0.0
3089,3710,Structure PCF GARGES,0.0,95,0.0
3090,3711,Centre communal d'action sociale CCAS de Survilliers,0.0,95,0.0
3091,3712,Maison de Quartier des Chardonnettes Sarcelles,0.0,95,0.0
3093,3714,Centre communal d'action sociale saint-witz,0.0,95,0.0
3099,3720,COALLIA 95,0.0,95,0.0
3094,3715,Centre Communal D'action Sociale ( CCAS )Vémars,0.0,95,0.0
3095,3716,Le Centre Communale d'Action Social (CCAS) de Roissy-en-France,0.0,95,0.0
3317,3954,Mission Locale CACPL (06),0.0,06,0.0
3096,3717,Maison des associations Franconville,0.0,95,0.0
3097,3718,Espace Emploi de Arnouville,0.0,95,0.0
3098,3719,Centre communal d'Action Social (CCAS) de Puiseux-en-France,0.0,95,0.0
3048,3666,Association Mobil'Douche,0.0,92,0.0
3328,3965,Entraide protestante (06),0.0,06,0.0
3329,3966,Dignité et beauté (06),0.0,06,0.0
3330,3967,Arc en ciel (06),0.0,06,0.0
2998,3602,AFEV (Association de la Fondation Etudiante pour la Ville),0.0,44,0.0
2999,3604,Fédération des équipes Saint-Vincent,0.0,75,0.0
3000,3605,Département Loire Atlantique | Protection maternelle  et infantile (PMI),0.0,44,0.0
3001,3606,La boîte à Récup,0.0,44,0.0
3002,3608,ANTINEA,0.0,75,0.0
3003,3609,Association intermédiaire d'insertion | Novemploi,0.0,75,0.0
3004,3610,SAFE Migrants Nantes,0.0,44,0.0
3005,3611,Espace Ligue contre le cancer,0.0,44,0.0
3006,3612,LUDOTHÈQUE PLANÈTE JEUX,0.0,75,0.0
3007,3613,L'accueil d'Abord,0.0,44,0.0
3343,3982,Association Dir el Kheir,0.0,92,0.0
3009,3618,Ludothèque Ludido,0.0,75,0.0
3010,3619,Paroisse Saint-Severin,0.0,75,0.0
3011,3620,Recycle & Don,0.0,44,0.0
3012,3621,Association du Conseil de la Communauté Franco-Algérienne de Nantes Activités (ACCFANA),0.0,44,0.0
2996,3600,Ludothèque Nautilude,0.0,75,0.0
2995,3597,Ludothèque AccessiJeux,0.0,75,0.0
2994,3596,Ludothèque Denise Garon - Cabane à jeux,0.0,75,0.0
2986,3588,"Maison des Réfugiés
",0.0,75,0.0
2981,3583,Département Loire Atlantique,0.0,44,0.0
2982,3584,Espace Jeunes Schuman - Melun,0.0,77,0.0
2983,3585,La Maison de l'Amitié Saint Cloud,0.0,92,0.0
2984,3586,Mutualité Française Alsace,0.0,67,0.0
2985,3587,Coeur concernÉ,0.0,94,0.0
3353,3995,Aidons notre prochain Nantes,0.0,44,0.0
2987,3589,Le Ciel Bleu,0.0,94,0.0
3347,3986,Point d'Accès aux Droits de Chessy,0.0,77,0.0
2988,3590,Keren Rabbi Said ,0.0,94,0.0
2989,3591,Passage,0.0,67,0.0
2991,3593,Strata'j'm,0.0,92,0.0
3351,3991,Croix-Rouge Essonne,0.0,91,0.0
3350,3990,Nantes en rollers,0.0,44,0.0
3349,3988,CAFEJ 44,0.0,44,0.0
3013,3622,Pactes 44,0.0,44,0.0
3014,3623,Jesuit Refugee services (JRS),0.0,75,0.0
3015,3624,Centre d'Action Médico-Sociale Précoce (CAMSP) de Kerbrun,0.0,44,0.0
3334,3971,Association Afrique et d’ailleurs Droits Intégration et cultures (AADIC) (06),0.0,06,0.0
3035,3649,Tribord,0.0,44,0.0
3336,3973,Mission Emploi Insertion Melun Val-de-Seine,0.0,77,0.0
3036,3652,ADC Propreté,0.0,44,0.0
3037,3653,La grange aux fringues,0.0,44,0.0
3038,3655,Ecole de la 2ème Chance de l'Estuaire de la Loire (E2CEL) | Saint-Nazaire,0.0,44,0.0
3039,3656,Solimée,0.0,44,0.0
3041,3658,Le service d'Aide à l'Insertion Professionnelle des Personnes Handicapée-SAIPPH,0.0,75,0.0
3033,3647,Paroisse de l'Immaculée Conception,0.0,75,0.0
3333,3970,Bureau Information Jeunesse (BIJ) - Cap d'ail (06),0.0,06,0.0
3042,3659,"Les Champs de Booz
",0.0,75,0.0
3043,3660,Parenthèse,0.0,92,0.0
3332,3969,Médiation cité (06),0.0,06,0.0
3045,3663,Association vie libre,0.0,75,0.0
3331,3968,AAA La porte ouverte  (06),0.0,06,0.0
3034,3648,Ludothèque La maison des Jeux,0.0,75,0.0
3032,3646,Espace Ludo,0.0,75,0.0
3016,3625,Union Nationale Culture et Bibliothèques pour Tous (UNCBPT),0.0,44,0.0
3024,3636,Association Couples et Familles,0.0,44,0.0
3017,3626,La Maison des Familles 44,0.0,44,0.0
3019,3631,KIDS ESPOIR,0.0,94,0.0
3020,3632,Association Lysea,0.0,77,0.0
3021,3633,Institut Aritas Formation,0.0,75,0.0
3022,3634,Wattignies social club | Fiché spécial Coronavirus,0.0,44,0.0
3023,3635,Retz'Agir | Chantiers,0.0,44,0.0
3025,3637,ASEC | Centre socio-culturel Levant,0.0,44,0.0
3337,3974,L'Autre Classe 44,0.0,44,0.0
3340,3979,CCAS Brie-Comte-Robert,0.0,77,0.0
3026,3638,Ville de Limetz Villez,0.0,78,0.0
3027,3639,Mairie de Boissy Mauvoisin,0.0,78,0.0
3028,3642,Ville de Trappes - Centres socioculturels,0.0,78,0.0
3030,3644,Centre de Cure Ambulatoire en Alcoologie,0.0,78,0.0
3338,3975,L'Autre classe Nantes,0.0,44,0.0
3118,3739,Sauvegarde du Val d'Oise,0.0,95,0.0
3120,3741,CCAS  Montmagny,0.0,95,0.0
3355,3997,CampuSolidaire Nantes,0.0,44,0.0
3204,3831,Association My job meeting,0.0,95,0.0
3189,3815,Mission locale intercommunale Châtillon-Montrouge,0.0,92,0.0
3190,3816,Centre Communal d'Action Sociale ( CCAS ) Magny en Vexin,0.0,95,0.0
3191,3818,Point Information Jeunesse Taverny,0.0,95,0.0
3192,3819,Mairie Milly-la-Forêt,0.0,91,0.0
3274,3906,Association Age et partage,0.0,78,0.0
3272,3904,CSAPA de Villeparisis - Association Addictions France,0.0,77,0.0
3271,3903,CSAPA de Meaux,0.0,77,0.0
3194,3821,"La Luciole
",0.0,75,0.0
3195,3822,La Maison des Adolescents,0.0,75,0.0
3270,3902,Relais Informations aux Familles - RIF,0.0,75,0.0
3269,3901,Centre d'activités sociales - Trait d'Union,0.0,77,0.0
3198,3825,Mission Locale de la Brie et des Morins,0.0,77,0.0
3199,3826,Médiathèque Le Kiosque,0.0,77,0.0
3266,3898,ASSO Contact,0.0,75,0.0
3265,3897,Collectif réfugiés,0.0,75,0.0
3188,3814,Agence Action Logement de Cergy Pontoise,0.0,95,0.0
3187,3813,LDH d'Eaubonne,0.0,95,0.0
3276,3908,Centre PARIS ANIM' Musidora Bercy,0.0,75,0.0
3180,3806,Association Culturelle El IrshadBrouillon,0.0,95,0.0
3287,3919,BAPU (06),0.0,06,0.0
3284,3916,Action pour la famille et la jeunesse (06),0.0,06,0.0
3283,3915,Fourneau économique (06),0.0,06,0.0
3178,3804,Association SEVAI MARAM,0.0,95,0.0
3282,3914,Les  Coeurs du Campanin (06),0.0,06,0.0
3179,3805,Association  INDO FRANCO TAMOUL,0.0,95,0.0
3181,3807,Multi-Accueil Marguerite Joly,0.0,95,0.0
3186,3812,Pôle Emploi de Cergy,0.0,95,0.0
3182,3808,Accueil aux Familles de Détenus du Val-d'Oise,0.0,95,0.0
3183,3809,Centre d'Information et d'Orientation (CIO) de Cergy-Pontoise,0.0,95,0.0
3184,3810,Club équipe de prévention ,0.0,95,0.0
3185,3811,Centre de Planification et d'éducation familiale (CPEF) d'Argenteuil - Salvador Allende,0.0,95,0.0
3280,3912,Rayon d'espoir (06) ,0.0,06,0.0
3279,3911,Paje (06),0.0,06,0.0
3202,3829,Centre de planification et d’éducation familiale – Centre d’IVG - Lasson,0.0,75,0.0
3205,3832,Mairie de Brunoy,0.0,91,0.0
3121,3742,CIDFF Val d'oise ,0.0,95,0.0
3208,3835,PIMMS 95,0.0,95,0.0
3227,3856,Cap Jeunesse,0.0,75,0.0
3248,3878,Intermèdes Robinson,0.0,91,0.0
3229,3858,Villejuifois Solidaires,0.0,94,0.0
3230,3859,Association Vie Libre,0.0,94,0.0
3245,3875,La Maison Pour Tous du Val d'Argent,0.0,95,0.0
3231,3860,Quai de la Réussite - Champigny-sur-Marne ,0.0,94,0.0
3232,3861,Ville de Saint-Cyr-L'Ecole,0.0,78,0.0
3233,3862,Val services,0.0,78,0.0
3234,3863,GeM emploi,0.0,78,0.0
3235,3864,Mairie de Limetz Villez,0.0,78,0.0
3236,3865,Médiathèque Les Mureaux,0.0,78,0.0
3244,3874,Unité Locale de la Croix Rouge de Bourg-la-Reine,0.0,92,0.0
3237,3866,Mairie de nézel,0.0,78,0.0
3238,3868,Mission Locale Intercommunale de Rambouillet,0.0,78,0.0
3241,3871,Mission locale de Torcy,0.0,77,0.0
3226,3855,Travail et vie,0.0,75,0.0
3225,3854,Collectif Audonien Solidarité Migrants,0.0,75,0.0
3224,3853,Scarabée,0.0,92,0.0
3257,3889,Intervalle 92,0.0,92,0.0
3209,3836,Centre d’Accueil et d’Examen des Situations administratives (CAES),0.0,75,0.0
3210,3837,Aide et Intervention à Domicile du Bas- Rhin,0.0,67,0.0
3211,3838,Centre Médico-chirurgical Obstétrique (CMCO) - Hôpitaux universitaires de Strasbourg,0.0,67,0.0
3212,3839,Repartir,0.0,67,0.0
3213,3840,BIJ Châtillon,0.0,92,0.0
3214,3841,Ville Châtillon - BIJ,0.0,92,0.0
3217,3845,Point Information Jeunesse Paris,0.0,75,0.0
3223,3852,CPH 92 Sud,0.0,92,0.0
3255,3887,Mairies de quartier de Courbevoie,0.0,92,0.0
3218,3846,Wake up Café,0.0,75,0.0
3219,3847,Emmaüs boutique solidaire,0.0,75,0.0
3220,3848,Mairie de Paris | Centre Paris Anim' Hébert,0.0,75,0.0
3221,3849,ASFMR 44,0.0,44,0.0
3222,3850,PAEJ,0.0,75,0.0
3177,3803,Association LA GENERATION ATTENDUE,0.0,95,0.0
3290,3922,La Cimade (06),0.0,06,0.0
3291,3923,MSA (06),0.0,06,0.0
3292,3924,Ville de Vence (06),0.0,06,0.0
3134,3755,CCAS Goussainville,0.0,95,0.0
3306,3942,Hôpital Pasteur Nice (06),0.0,06,0.0
3135,3756,Centre de Planification et d'éducation familiale (CPEF) de Cergy - Bastide,0.0,95,0.0
3305,3940,Association départementale d’Entraide des personnes accueillies en protection de l’enfance (ADEPAPE)  (06),0.0,06,0.0
3137,3758,Secours Populaire Français de Pontoise,0.0,95,0.0
3138,3759,Association A l’épi,0.0,95,0.0
3304,3939,La fraternelle (06),0.0,06,0.0
3139,3760,Association APED l'Espoir,0.0,95,0.0
3140,3761,PAD 95,0.0,95,0.0
3303,3938,CPAM (06),0.0,06,0.0
3141,3762,Ville de Montmorency,0.0,95,0.0
3143,3764,Conférence St Vincent de Paul de Beauchamp,0.0,95,0.0
3144,3765,CCAS Menucourt ,0.0,95,0.0
3145,3766,CCAS  Gonesse,0.0,95,0.0
3146,3767,Fraternité Saint Jean 95,0.0,95,0.0
3133,3754,Centre de distribution d'Argenteuil,0.0,95,0.0
3132,3753,LDH de Villiers le bel,0.0,95,0.0
3307,3943,Hôpital la Palmosa Menton (06),0.0,06,0.0
3313,3949,PLIE de Cannes (06),0.0,06,0.0
3122,3743,CCAS Taverny,0.0,95,0.0
3314,3950,Association APPESE (06),0.0,06,0.0
3123,3744,Centre de distribution de Bezons,0.0,95,0.0
3124,3745,Le Grain d'Epice,0.0,95,0.0
3125,3746,CCAS Beauchamp,0.0,95,0.0
3126,3747,LDH 95,0.0,95,0.0
3127,3748,CCAS Marly la ville,0.0,95,0.0
3308,3944,Hôpital Lenval Nice (06),0.0,06,0.0
3128,3749,ADIL 95,0.0,95,0.0
3129,3750,CCAS Eragny sur Oise,0.0,95,0.0
3311,3947,Hôpital de Grasse (06),0.0,06,0.0
3130,3751,Dom'Asile de Cergy,0.0,94,0.0
3310,3946,Hôpital de Cannes (06),0.0,06,0.0
3309,3945,Hôpital Antibes Juan-les-Pins (06),0.0,06,0.0
3147,3768,cap emploi 95,0.0,95,0.0
3148,3769,ADLCNL 95,0.0,95,0.0
3149,3770,Maison prévention santé de Cergy,0.0,95,0.0
3170,3795,Ville de Saint Brice sous Forêt,0.0,95,0.0
3299,3934,SOS voyageurs (06),0.0,06,0.0
3298,3933,CCAS de Saint Laurent du Var (06),0.0,06,0.0
3297,3932,CCAS d'Antibes (06),0.0,06,0.0
3296,3930,Face (06),0.0,06,0.0
3168,3793,Centre de Planification et d'éducation familiale (CPEF) de Cergy,0.0,95,0.0
3294,3928,Espoir d'un jour (06),0.0,06,0.0
3171,3796,CCAS Vaureal,0.0,95,0.0
3167,3792,BIJ-PIJ 95,0.0,95,0.0
3172,3797,Centre de Planification et d'éducation familiale (CPEF) d'Argenteuil - Les Terrasses,0.0,95,0.0
3173,3798,Maison de quartier des linandes ,0.0,95,0.0
3174,3799,SEI Cergy,0.0,95,0.0
3175,3801,Maison de l'Emploi Roissy Pays de France,0.0,95,0.0
3293,3927,Médecins du monde (06),0.0,06,0.0
3176,3802,Maison de quartier des Dix Arpents,0.0,95,0.0
3300,3935,Mission locale de Grasse (06),0.0,06,0.0
3166,3791,MSA Cergy ,0.0,95,0.0
3150,3772,CMPP Argenteuil ,0.0,95,0.0
3156,3778,CCAS Montsoult,0.0,95,0.0
3151,3773,CCAS  Ecouen,0.0,95,0.0
3302,3937,Le Hublot (06) ,0.0,06,0.0
3152,3774,Centre Maternel Les Cigognes,0.0,95,0.0
3153,3775,CCAS Herblay ,0.0,95,0.0
3154,3776,Association ADCG,0.0,95,0.0
3155,3777,Association AMICALE CNL DES LOCATAIRES MAISONS SAINES DE GARGES LES GONESSE,0.0,95,0.0
3157,3779,CMP Argenteuil ,0.0,95,0.0
3165,3790,Point information jeunesse (PIJ) de Cergy,0.0,95,0.0
3158,3780,Association EPICAM 95,0.0,95,0.0
3159,3781,ASSOCIATION FRANCAIS LANGUE ET CULTURE ILE DE FRANCE (AFLC),0.0,95,0.0
3160,3782,Association TAWHID INDE,0.0,95,0.0
3161,3784,ASSOCIATION POUR LA MAISON DE SANTE PLURIDISCIPLINAIRE DE GARGES (AMSPG),0.0,95,0.0
3163,3787,Direction Territoriale Protection Judiciaire Jeunesse Val d'Oise,0.0,95,0.0
3164,3789,AIDE AUX DEVOIRS POUR LES ENFANTS TURCS SCOLARISES (ADETS),0.0,95,0.0
3354,3996,Aidons notre prochain,0.0,44,0.0
3356,3998,CampuSolidaire Nantes,0.0,44,0.0
2704,3268,Migrations Santé Alsace,0.0,67,0.0
2801,3377,CIJ 95,0.0,95,0.0
2791,3367,Médiathèque Du Val-Notre-Dame - Argenteuil,0.0,95,0.0
2792,3368,Le point-lecture des Coteaux - Médiathèque d'Argenteuil,0.0,95,0.0
3492,4138,Mairie de quartier Bordeaux Sud ,0.0,33,0.0
2793,3369,CAF Cergy Pontoise,0.0,95,0.0
2794,3370,Circonscription du Service Social Départemental de Pontoise,0.0,95,0.0
2795,3371,Circonscription du Service Social Départemental d'Argenteuil - Héloïse,0.0,95,0.0
3491,4137,Mérignac Association Services (MAS),0.0,33,0.0
2796,3372,Circonscription du Service Social Départemental d'Argenteuil - Les Terrasses,0.0,95,0.0
3490,4136,UDAF - Union Départementale des Associations Familiales du Bas-Rhin Famille gouvernante,0.0,67,0.0
3489,4135,Le Moulin de l'Espoir,0.0,67,0.0
2797,3373,Circonscription du Service Social Départemental d'Argenteuil - Santos Dumont,0.0,95,0.0
3488,4134,Barr Entraide,0.0,67,0.0
3487,4133,Valence test 1,0.0,92,0.0
2798,3374,Circonscription du Service Social Départemental de Cergy - L'Horloge,0.0,95,0.0
2799,3375,Circonscription du Service Social Départemental de Cergy - Les Fontaines,0.0,95,0.0
2790,3366,Robert-Desnos Argenteuil ,0.0,95,0.0
3494,4140,Mission locale du pays de Saverne Plaine et Plateaux,0.0,67,0.0
2789,3365,Ville d'Argenteuil - médiathèques et maisons de quartier,0.0,95,0.0
2783,3356,Département du Val-d'Oise - PMI,0.0,95,0.0
3503,4149,Accueil sans frontières 67 CADA Joffre - Sélestat,0.0,67,0.0
2779,3349,Les Petits Frères des Pauvres,0.0,75,0.0
3502,4148,Communauté Emmaüs Haguenau,0.0,67,0.0
3501,4147,"Résidence sociale Saint-Charles Fondation Vincent de Paul
",0.0,67,0.0
2780,3351,Atelier et chantier d'insertion,0.0,75,0.0
2782,3355,RESF 95,0.0,95,0.0
3499,4145,Obern'Aide,0.0,67,0.0
3495,4141,Ariane,0.0,67,0.0
2784,3358,OEPRE 95,0.0,95,0.0
2785,3359,CAF Argenteuil ,0.0,95,0.0
3498,4144,"Entraide Haute-Bruche
",0.0,67,0.0
2786,3360,MDPH Cergy,0.0,95,0.0
3497,4143,Mission locale Bruche-Mossig-Piémont,0.0,67,0.0
3496,4142,ARSEA - Résidence Le Courlis,0.0,67,0.0
2800,3376,ACOFORM Cergy,0.0,95,0.0
3486,4132,Mission locale de Sélestat,0.0,67,0.0
2822,3401,Service de la Pastorale des Migrants,0.0,44,0.0
3485,4131,Paprika,0.0,67,0.0
3470,4115,Association de prévention spécialisée Frédéric Sévène,0.0,33,0.0
2815,3393,EPS 95 - Roger Prévot,0.0,95,0.0
3469,4114,PLIE Portes du Sud (Plan Local pour l'Insertion et l'Emploi),0.0,33,0.0
3468,4113,Association Intermédiaire Réagir,0.0,33,0.0
3467,4112,CCAS de Lisses,0.0,91,0.0
3466,4111,CCAS Verrières-le-Buisson,0.0,91,0.0
3465,4110,CCAS de Marcoussis,0.0,91,0.0
2817,3395,Association Avec,0.0,95,0.0
3464,4109,Société Saint Vincent de Paul - Val d'oise ,0.0,95,0.0
3462,4107,"BOU'SOL - Épicerie sociale et solidaire
",0.0,67,0.0
3461,4106,"Le Toit Haguenovien
",0.0,67,0.0
2820,3399,BIJ Bondy,0.0,93,0.0
3459,4104,APAJH 95,0.0,95,0.0
3458,4103,CCAS de Montgeron,0.0,91,0.0
3457,4102,RUELLE,0.0,33,0.0
2813,3391,Emmaüs alternatives - casiers solidaires,0.0,93,0.0
3471,4117,CCAS Vert-Saint-Denis,0.0,77,0.0
3472,4118,CCAS de Nangis,0.0,77,0.0
2808,3385,Ville de Saint-Denis - santé,0.0,93,0.0
3482,4128,TISMS Val d'Oise Est,0.0,95,0.0
2805,3381,PIJ - Ville Sucy-en-Brie,0.0,94,0.0
3480,4126,Dressing Solidaire en ligne,0.0,93,0.0
3479,4125,ADIL 91,0.0,91,0.0
3478,4124,Ligue des Droits de l'Homme (LDH) - Fédération des Yvelines,0.0,78,0.0
2807,3384,Passerelle Jeune Adulte - Choisy-le-Roi ,0.0,94,0.0
2809,3386,Hôpital Max Fourestier,0.0,92,0.0
3473,4119,CCAS d'Ozoir-la-Ferrière,0.0,77,0.0
3477,4123,Créteil Solidarité,0.0,94,0.0
3476,4122,Libournais Equipe Prévention Insertion (LEPI),0.0,33,0.0
2810,3387,PIJ Alfortville ,0.0,94,0.0
2812,3390,Emmaüs 95,0.0,95,0.0
3475,4121,CCAS de Lognes,0.0,77,0.0
3474,4120,CCAS Souppes-sur-Loing,0.0,77,0.0
2778,3347,Péniche,0.0,75,0.0
2777,3345,CDAG  - CIDDIST Hôpital Cochin - Pavillon Tarnier,0.0,75,0.0
2776,3344,Casip Cojasor,0.0,75,0.0
2775,3343,Ville de Paris | Permanences Avocat,0.0,75,0.0
3556,4205,ADOMA 67,0.0,67,0.0
3552,4201,APIA (06),0.0,06,0.0
3551,4200,ESSOR 93,0.0,93,0.0
2727,3291,Jeune Chambre Internationale Montpellier,0.0,34,0.0
3549,4197,Caisse Primaire d'Assurance Maladie (CPAM) de Paris ,0.0,75,0.0
3548,4196,Armée du Salut - Soupe,0.0,75,0.0
3547,4195,Fondation de l'Armée du Salut - Panier Salutaire & maraude du 10ème,0.0,75,0.0
3546,4194,Centre socioculturel Antoine de Saint-Exupéry,0.0,95,0.0
3545,4193,Association RESSY santé - sud yvelines,0.0,78,0.0
2733,3297,Croix-rouge des Hauts-de-Seine - Centre de santé polyvalent Villeneuve,0.0,92,0.0
2734,3298,Centre Social Petits Prés Sablières,0.0,94,0.0
2735,3299,Centre Municipal du Bord de l'Eau,0.0,94,0.0
3544,4190,Chez Théo,0.0,93,0.0
2737,3302,Club d'animation des jeunes de Thiais,0.0,94,0.0
2738,3303,Groupe d'entraide régional pour mieux apprendre ensemble (GERMAE),0.0,94,0.0
2724,3288,Pôle Emploi Yvelines,0.0,78,0.0
2723,3287,Nouvelle Etoile,0.0,78,0.0
2722,3286,Mairie de Bailly,0.0,78,0.0
2711,3275,Action Générale Catholique des Femmes,0.0,94,0.0
3567,4217,Maison de la Jeunesse et de la Culture - Bureau Information Jeunesse de Rambouillet,0.0,78,0.0
3566,4216,Ligue des femmes iraniennes pour la démocratie,0.0,75,0.0
3565,4214,HLWA (How Lucky We Are),0.0,94,0.0
3563,4212,Association Solidarité Epicerie Méenne (SEMEE),0.0,77,0.0
2709,3273,CIDFF,0.0,94,0.0
2710,3274,ASTER-ICF,0.0,94,0.0
2712,3276,L’association des femmes des Mordacs (AFM),0.0,94,0.0
2721,3285,Forum Réfugiés (06),0.0,06,0.0
2713,3277,Association J'ai decidé de m'occuper de moi,0.0,94,0.0
2714,3278,Association pour l'Animation du Quartier Nord (AAQN),0.0,94,0.0
2715,3279,Unité locale de Maisons Alfort / Croix-Rouge Française,0.0,94,0.0
3562,4211,Maraude du Coeur,0.0,94,0.0
3561,4210,Association Addictions France 77,0.0,77,0.0
2719,3283,Unité locale de L'haÿ les Roses - Arcueil - Cachan / Croix-Rouge Française,0.0,94,0.0
2739,3304,École des adultes,0.0,94,0.0
2740,3305,Ligue de l'Enseignement du Val de Marne,0.0,94,0.0
2743,3308,Maman tu es belle,0.0,33,0.0
3507,4153,"Centre Intercommunal d’Action Sociale du Pays de Niederbronn les Bains
",0.0,67,0.0
3513,4159,Bureau Information Jeunesse (BIJ) Antibes Juan-les-Pins (06),0.0,06,0.0
2765,3331,Armée du salut - CHRS,0.0,92,0.0
3511,4157,CCAS de Bussy-Saint-Georges,0.0,77,0.0
3510,4156,Collectif précarité et solidarité,0.0,63,0.0
3509,4155,CCAS de Chelles,0.0,77,0.0
3508,4154,UDAF - Union Départementale des Associations Familiales du Bas-Rhin,0.0,67,0.0
3506,4152,MJC de la Vallée,0.0,92,0.0
3516,4162,CCAS du Plessis-Pâté,0.0,91,0.0
2770,3336,Ville de Gennevilliers - BIJ,0.0,92,0.0
3505,4151,Groupe Hospitalier Sélestat - Obernai,0.0,67,0.0
2772,3339,C.I.R.P.A,0.0,75,0.0
2773,3340,Porte Ouverte et Solidarité,0.0,75,0.0
3504,4150,Mission locale intercommunale d'Alsace du Nord,0.0,67,0.0
2774,3342,Narcotiques Anonymes,0.0,75,0.0
2764,3330,PEMIE,0.0,93,0.0
3517,4163,CCAS de Leuville-sur-Orge,0.0,91,0.0
3539,4185,Maison de Services au Public (MSP) de la Ferté-Gaucher,0.0,77,0.0
3529,4175,Ecrivaine publique Mouans-Sartoux (06),0.0,06,0.0
3538,4184,Espace Solidarités Mitry-Mory,0.0,77,0.0
2747,3312,PIJ Clichy-sous-Bois ,0.0,93,0.0
3537,4183,CCAS Saint-Fargeau-Ponthierry,0.0,77,0.0
3536,4182,CCAS de Roissy-en-Brie,0.0,77,0.0
3534,4180,CCAS de Livry-sur-Seine,0.0,77,0.0
3530,4176,Espace Lino Ventura,0.0,91,0.0
2755,3320,BIJ Bobigny ,0.0,93,0.0
3518,4164,CCAS de Soisy-Sur-Seine,0.0,91,0.0
2756,3321,Ville de Fontenay-aux-Roses - Médiathèque,0.0,92,0.0
3527,4173,Espace Mômes - Clichy la Garenne,0.0,92,0.0
3525,4171,Amicale Laïque du Prado ,0.0,33,0.0
3522,4168,CCAS Vigneux-sur-Seine,0.0,91,0.0
3521,4167,L'Eypicerie,0.0,33,0.0
3519,4165,CCAS de Viry-Châtillon,0.0,91,0.0
3456,4101,CCAS Les Ulis,0.0,91,0.0
2823,3402,PIJ Rosny-sous-Bois,0.0,93,0.0
3358,4000,Plaine Vallée,0.0,95,0.0
3380,4023,Hôpital de jour du Labrador,0.0,75,0.0
3386,4029,Epicerie L'autre Rive,0.0,77,0.0
2926,3523,Mairie de Paris - Centre de santé Epée de bois,0.0,75,0.0
2927,3524,Crésus Gironde,0.0,33,0.0
3385,4028,Médiathèque de Mouans-Sartoux (06),0.0,06,0.0
2929,3526,Espace Départemental des solidarités,0.0,44,0.0
2930,3527,Bar la Lune Froide,0.0,44,0.0
2931,3528,MQ Méan-Penhoët,0.0,44,0.0
2932,3529,Epicerie sociale - L'Epi,0.0,77,0.0
2933,3530,Oppelia | La rose des vents ,0.0,44,0.0
2934,3531,Chantier Vert Environnement,0.0,44,0.0
2935,3532,Amicale laïque des Ponts,0.0,44,0.0
2936,3533,APIE,0.0,44,0.0
2937,3534,La Passerelle,0.0,44,0.0
2938,3535,Association Culturelle Turque de Nantes (ACTN),0.0,44,0.0
3382,4025,Parcours de femmes (06),0.0,06,0.0
2922,3519,Secours Populaire - Fédération de la Seine-et-Marne,0.0,77,0.0
3387,4030,Association Espaces & Lumières,0.0,95,0.0
3388,4031,"Le Refuge de l’Atelier Educatif, Culturel et Scientifique (AECS)",0.0,95,0.0
2908,3503,Oxfam Strasbourg,0.0,67,0.0
3395,4038,La Pièce Solidaire ,0.0,94,0.0
2902,3493,Espace Multimédia OMJA,0.0,93,0.0
2904,3499,"Le Coup de main numérique
",0.0,44,0.0
2905,3500,L'Horizon Pépinière ,0.0,44,0.0
2906,3501,"NAGA
",0.0,44,0.0
2907,3502,"PING
",0.0,44,0.0
3394,4037,You'manity,0.0,94,0.0
2917,3514,Free Compétences - Yvelines,0.0,78,0.0
3393,4036,Maison des adolescents Loire Atlantique ,0.0,44,0.0
2910,3506,Association Le Parcours,0.0,67,0.0
3392,4035,Centre Local d'Information et de Coordination (CLIC) ,0.0,75,0.0
3390,4033,Réseau des médiathèques de la communauté d’agglomération de Grand Paris Sud,0.0,91,0.0
2915,3512,Cresus Alsace ,0.0,67,0.0
2916,3513,Cité des métiers de Saint-Quentin-en-Yvelines,0.0,78,0.0
3381,4024,Association L'oeuvre de Farlet,0.0,75,0.0
2943,3540,Femmes Solidaires,0.0,44,0.0
3454,4099,CCAS de Linas,0.0,91,0.0
3379,4022,Aurore CSAPA La Chapelle,0.0,75,0.0
2963,3563,BAMe,0.0,44,0.0
3370,4013,Accueil femmes solidarité (06),0.0,06,0.0
2964,3564,Accès-Réagis,0.0,44,0.0
2965,3565,Ecopôle,0.0,44,0.0
2966,3567,Réagir Ensemble,0.0,44,0.0
3368,4011,ESI Georgette Agutte,0.0,75,0.0
2967,3568,CRESUS Pays-de-la-Loire,0.0,44,0.0
2968,3569,Erdre Loire Initiative (ELI),0.0,44,0.0
2969,3570,Association Culturelle des Afghans de France (ACAF),0.0,44,0.0
2970,3572,Ecole de la 2ème Chance de l'Estuaire de la Loire (E2CEL),0.0,44,0.0
3367,4010,Accueil de Jour Aboukir,0.0,75,0.0
2971,3573,Le Point Clé,0.0,44,0.0
3365,4008,Tribunal de Grande Instance de Créteil,0.0,94,0.0
3362,4005,Maison Pour Tous - La Haye aux Moines ,0.0,94,0.0
3360,4002,Ville de Soisy-sous-Montmorency ,0.0,95,0.0
3371,4014,ETT | SBC  INSERTION,0.0,75,0.0
2962,3562,Trajet,0.0,44,0.0
2961,3561,Groupe d'entraide mutuelle de Nantes,0.0,44,0.0
2951,3551,APEIS - Saint-Ouen,0.0,93,0.0
2944,3541,EMPOWER Nantes,0.0,44,0.0
2945,3542,ASF Avessac Sans Frontières,0.0,44,0.0
